comID,MolecularFormula,MolecularWeight,SMILES,IUPACName
CID68462,C10H8O2,160.17,C1=CC2=C(C=C(C=C2)O)C(=C1)O,"naphthalene-1,7-diol"
CID68463,C10H8O2,160.17,C1=CC2=C(C=CC(=C2)O)C(=C1)O,"naphthalene-1,6-diol"
CID69017,C5H6O4,130.1,C1CC1(C(=O)O)C(=O)O,"cyclopropane-1,1-dicarboxylic acid"
CID69065,C12H8O4,216.19,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,"naphthalene-1,4-dicarboxylic acid"
CID69145,C13H12N2O,212.25,C1=CC(=CC(=C1)N)C(=O)C2=CC(=CC=C2)N,bis(3-aminophenyl)methanone
CID69149,C13H12N2O,212.25,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N,bis(4-aminophenyl)methanone
CID69150,C13H10O3,214.22,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)O)O,bis(4-hydroxyphenyl)methanone
CID69153,C8H10O2,138.16,C1=CC=C(C(=C1)CO)CO,[2-(hydroxymethyl)phenyl]methanol
CID69392,C4H8O,72.11,COCC=C,3-methoxyprop-1-ene
CID69533,C7H18N2,130.23,C(CCCN)CCCN,"heptane-1,7-diamine"
CID69549,C8H2F4O4,238.09,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,"2,3,5,6-tetrafluoroterephthalic acid"
CID69556,C8H3F5,194.1,C=CC1=C(C(=C(C(=C1F)F)F)F)F,"1-ethenyl-2,3,4,5,6-pentafluorobenzene"
CID69629,C6H13O3P,164.14,CCOP(=O)(C=C)OCC,1-[ethenyl(ethoxy)phosphoryl]oxyethane
CID69658,C18H34O2,282.5,CCCCCCCCCCCCCCCC(=O)OC=C,ethenyl hexadecanoate
CID69815,C5H10O,86.13,CCCOC=C,1-ethenoxypropane
CID69870,C6H2F4O2,182.07,C1(=C(C(=C(C(=C1F)F)O)F)F)O,"2,3,5,6-tetrafluorobenzene-1,4-diol"
CID69917,C13H13N3O,227.26,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,4-amino-N-(4-aminophenyl)benzamide
CID69933,C12H6F12O2,410.15,C1=CC(=CC(=C1)C(C(F)(F)F)(C(F)(F)F)O)C(C(F)(F)F)(C(F)(F)F)O,"1,1,1,3,3,3-hexafluoro-2-[3-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl]propan-2-ol"
CID69966,C11H26N2,186.34,C(CCCCCN)CCCCCN,"undecane-1,11-diamine"
CID70004,C12H10,154.21,C=CC1=CC=CC2=CC=CC=C21,1-ethenylnaphthalene
CID70038,C13H10O3,214.22,C1=CC=C(C(=C1)C(=O)C2=CC=CC=C2O)O,bis(2-hydroxyphenyl)methanone
CID70095,C18H34O4,314.5,C(CCCCCCCCC(=O)O)CCCCCCCC(=O)O,octadecanedioic acid
CID70096,C4H12N2S,120.22,C(CSCCN)N,2-(2-aminoethylsulfanyl)ethanamine
CID70198,C3H2ClN,87.51,C=C(C#N)Cl,2-chloroprop-2-enenitrile
CID70236,C5H12S2,136.3,C(CCS)CCS,"pentane-1,5-dithiol"
CID70248,C6H16N2O2,148.2,C(COCCOCCN)N,2-[2-(2-aminoethoxy)ethoxy]ethanamine
CID70261,C5H5NO2,111.1,CN1C(=O)C=CC1=O,"1-methylpyrrole-2,5-dione"
CID70397,C12H15N3O3,249.27,C=CC(=O)N1CN(CN(C1)C(=O)C=C)C(=O)C=C,"1-[3,5-di(prop-2-enoyl)-1,3,5-triazinan-1-yl]prop-2-en-1-one"
CID70582,C12H4F8N2,328.16,C1(=C(C(=C(C(=C1F)F)N)F)F)C2=C(C(=C(C(=C2F)F)N)F)F,"4-(4-amino-2,3,5,6-tetrafluorophenyl)-2,3,5,6-tetrafluoroaniline"
CID70613,C10H14O4,198.22,C=CC(=O)OCCCCOC(=O)C=C,4-prop-2-enoyloxybutyl prop-2-enoate
CID70677,C19H6F6O6,444.2,C1=CC2=C(C=C1C(C3=CC4=C(C=C3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)C(=O)OC2=O,"5-[2-(1,3-dioxo-2-benzofuran-5-yl)-1,1,1,3,3,3-hexafluoropropan-2-yl]-2-benzofuran-1,3-dione"
CID70701,C7H10O3,142.15,CC(=O)CC(=O)OCC=C,prop-2-enyl 3-oxobutanoate
CID70916,C12H18O4,226.27,CC(CCOC(=O)C(=C)C)OC(=O)C(=C)C,3-(2-methylprop-2-enoyloxy)butyl 2-methylprop-2-enoate
CID70978,C6H4F4N2,180.1,C1(=C(C(=C(C(=C1F)F)F)N)F)N,"2,4,5,6-tetrafluorobenzene-1,3-diamine"
CID70979,C6H4F4N2,180.1,C1(=C(C(=C(C(=C1F)F)N)F)F)N,"2,3,5,6-tetrafluorobenzene-1,4-diamine"
CID71404,C8H14O3,158.19,CCOCCOC(=O)C(=C)C,2-ethoxyethyl 2-methylprop-2-enoate
CID73121,C12H15N3O9,345.26,C(CN1C(=O)N(C(=O)N(C1=O)CCC(=O)O)CCC(=O)O)C(=O)O,"3-[3,5-bis(2-carboxyethyl)-2,4,6-trioxo-1,3,5-triazinan-1-yl]propanoic acid"
CID73700,C8H9N,119.16,C=CC1=CC=C(C=C1)N,4-ethenylaniline
CID73852,C13H10O4,230.22,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,"(2,4-dihydroxyphenyl)-(4-hydroxyphenyl)methanone"
CID73864,C15H10F6O2,336.23,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,"4-[1,1,1,3,3,3-hexafluoro-2-(4-hydroxyphenyl)propan-2-yl]phenol"
CID73929,C15H29NO,239.4,CCCCCCCCCCCCNC(=O)C=C,N-dodecylprop-2-enamide
CID74126,C9H9Cl,152.62,C=CC1=CC=C(C=C1)CCl,1-(chloromethyl)-4-ethenylbenzene
CID74148,C12H14,158.24,CC(=C)C1=CC=C(C=C1)C(=C)C,"1,4-bis(prop-1-en-2-yl)benzene"
CID74164,C10H11NO,161.2,CC(=C)C(=O)NC1=CC=CC=C1,2-methyl-N-phenylprop-2-enamide
CID74203,C10H13NO2,179.22,C1CCC(CC1)N2C(=O)C=CC2=O,"1-cyclohexylpyrrole-2,5-dione"
CID74204,C11H9NO2,187.19,C1=CC=C(C=C1)CN2C(=O)C=CC2=O,"1-benzylpyrrole-2,5-dione"
CID74221,C9H16O4,188.22,CCCC(CCC)(C(=O)O)C(=O)O,"2,2-dipropylpropanedioic acid"
CID74269,C3H2Cl2O2,140.95,C(C(=O)Cl)C(=O)Cl,propanedioyl dichloride
CID74381,C9H9Cl,152.62,CC(=C)C1=CC=C(C=C1)Cl,1-chloro-4-prop-1-en-2-ylbenzene
CID74435,C9H5F5,208.13,C=CCC1=C(C(=C(C(=C1F)F)F)F)F,"1,2,3,4,5-pentafluoro-6-prop-2-enylbenzene"
CID74458,C9H10O,134.17,C=CCOC1=CC=CC=C1,prop-2-enoxybenzene
CID74534,C10H9F9O2,332.16,CC(=C)C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,"3,3,4,4,5,5,6,6,6-nonafluorohexyl 2-methylprop-2-enoate"
CID74537,C7H12N2O,140.18,C=CCNC(=O)NCC=C,"1,3-bis(prop-2-enyl)urea"
CID74562,C14H10O6S,306.29,C1=CC(=C(C=C1SC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O,5-(3-carboxy-4-hydroxyphenyl)sulfanyl-2-hydroxybenzoic acid
CID74574,C16H6O7,310.21,C1=CC2=C(C=C1OC3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,"5-[(1,3-dioxo-2-benzofuran-5-yl)oxy]-2-benzofuran-1,3-dione"
CID74594,C11H16O5,228.24,CC(=C)C(=O)OCC(COC(=O)C(=C)C)O,[2-hydroxy-3-(2-methylprop-2-enoyloxy)propyl] 2-methylprop-2-enoate
CID74870,C8H7Br,183.04,C=CC1=CC(=CC=C1)Br,1-bromo-3-ethenylbenzene
CID75027,C9H16,124.22,C=CCC1CCCCC1,prop-2-enylcyclohexane
CID75066,C12H9F13O2,432.18,CC(=C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methylprop-2-enoate"
CID75069,C14H26O2,226.35,CCCCCCCCCCCC(=O)OC=C,ethenyl dodecanoate
CID75084,C15H28O2,240.38,CCCCCCCCCCCCOC(=O)C=C,dodecyl prop-2-enoate
CID75096,C6H4F6O2,222.08,C=CC(=O)OC(C(F)(F)F)C(F)(F)F,"1,1,1,3,3,3-hexafluoropropan-2-yl prop-2-enoate"
CID75121,C10H10O2,162.18,CC(=C)C(=O)OC1=CC=CC=C1,phenyl 2-methylprop-2-enoate
CID75129,C8H14O,126.2,C=COC1CCCCC1,ethenoxycyclohexane
CID75183,C14H10O5,258.23,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,4-(4-carboxyphenoxy)benzoic acid
CID75227,C8H13NO,139.19,C=CN1CCCCCC1=O,1-ethenylazepan-2-one
CID75282,C8H10O4,170.16,C=CC(=O)OCCOC(=O)C=C,2-prop-2-enoyloxyethyl prop-2-enoate
CID75374,C14H8Cl2O2,279.1,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)Cl)C(=O)Cl,4-(4-carbonochloridoylphenyl)benzoyl chloride
CID75381,C9H14N2O2,182.22,CC(=C)C(=O)NCNC(=O)C(=C)C,2-methyl-N-[(2-methylprop-2-enoylamino)methyl]prop-2-enamide
CID75386,C20H24O2,296.4,CC1=C(C=CC(=C1)C2(CCCCC2)C3=CC(=C(C=C3)O)C)O,4-[1-(4-hydroxy-3-methylphenyl)cyclohexyl]-2-methylphenol
CID75490,C16H18O2,242.31,CC1=CC(=CC(=C1O)C)C2=CC(=C(C(=C2)C)O)C,"4-(4-hydroxy-3,5-dimethylphenyl)-2,6-dimethylphenol"
CID75494,C16H6O6,294.21,C1=CC2=C(C=C1C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,"5-(1,3-dioxo-2-benzofuran-5-yl)-2-benzofuran-1,3-dione"
CID75498,C17H6O7,322.22,C1=CC2=C(C=C1C(=O)C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,"5-(1,3-dioxo-2-benzofuran-5-carbonyl)-2-benzofuran-1,3-dione"
CID75575,C13H12O2,200.23,C1=CC=C(C(=C1)CC2=CC=CC=C2O)O,2-[(2-hydroxyphenyl)methyl]phenol
CID75576,C13H12O2,200.23,C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,2-[(4-hydroxyphenyl)methyl]phenol
CID75588,C7H12O3,144.17,C=CC(=O)OCCCCO,4-hydroxybutyl prop-2-enoate
CID75617,C10H10O2,162.18,C=CC(=O)OCC1=CC=CC=C1,benzyl prop-2-enoate
CID75682,C16H6O8S,358.3,C1=CC2=C(C=C1S(=O)(=O)C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,"5-[(1,3-dioxo-2-benzofuran-5-yl)sulfonyl]-2-benzofuran-1,3-dione"
CID75689,C16H14O3,254.28,C=CCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,(2-hydroxy-4-prop-2-enoxyphenyl)-phenylmethanone
CID75706,C12H24O4Si4,344.66,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C=C)(C)C=C)(C)C=C)C=C,"2,4,6,8-tetrakis(ethenyl)-2,4,6,8-tetramethyl-1,3,5,7,2,4,6,8-tetraoxatetrasilocane"
CID75819,C8H18OSi2,186.4,C[Si](C)(C=C)O[Si](C)(C)C=C,ethenyl-[ethenyl(dimethyl)silyl]oxy-dimethylsilane
CID75821,C10H10O2,162.18,CC(=O)OC1=CC=C(C=C1)C=C,(4-ethenylphenyl) acetate
CID75871,C12H12N2O,200.24,C1=CC(=CC(=C1)OC2=CC=C(C=C2)N)N,3-(4-aminophenoxy)aniline
CID75930,C24H28N2,344.5,CC(C)(C1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)N)C3=CC=C(C=C3)N,4-[2-[4-[2-(4-aminophenyl)propan-2-yl]phenyl]propan-2-yl]aniline
CID75982,C4H12N2O,104.15,C(COCCN)N,2-(2-aminoethoxy)ethanamine
CID76109,C6H8N2,108.14,CC1=NC=CN1C=C,1-ethenyl-2-methylimidazole
CID76196,C8H14O4S2,238.3,C(CC(=O)O)CSSCCCC(=O)O,4-(3-carboxypropyldisulfanyl)butanoic acid
CID76206,C5H7ClO2,134.56,C=CCOC(=O)CCl,prop-2-enyl 2-chloroacetate
CID76340,C10H6F12O2,386.13,C=CC(=O)OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl prop-2-enoate"
CID76342,C8H20N2O2,176.26,C(CN)COCCOCCCN,3-[2-(3-aminopropoxy)ethoxy]propan-1-amine
CID76343,C10H17NO3,199.25,CC(=C)C(=O)OCCN1CCOCC1,2-morpholin-4-ylethyl 2-methylprop-2-enoate
CID76382,C8H16O2,144.21,CC1(C(C(C1O)(C)C)O)C,"2,2,4,4-tetramethylcyclobutane-1,3-diol"
CID76451,C8H14O2,142.2,CCCCCC(=O)OC=C,ethenyl hexanoate
CID76469,C7H6F6O2,236.11,CC(=C)C(=O)OC(C(F)(F)F)C(F)(F)F,"1,1,1,3,3,3-hexafluoropropan-2-yl 2-methylprop-2-enoate"
CID76548,C10H16N2,164.25,CC1=C(C(=C(C(=C1N)C)C)N)C,"2,3,5,6-tetramethylbenzene-1,4-diamine"
CID76559,C5H4N2O4,156.1,C1=C(NN=C1C(=O)O)C(=O)O,"1H-pyrazole-3,5-dicarboxylic acid"
CID76664,C13H20O4,240.29,CCOC(=O)C(CC=C)(CC=C)C(=O)OCC,"diethyl 2,2-bis(prop-2-enyl)propanedioate"
CID76715,C15H16O2,228.29,CC1=CC(=C(C=C1)O)CC2=C(C=CC(=C2)C)O,2-[(2-hydroxy-5-methylphenyl)methyl]-4-methylphenol
CID76716,C25H18O2,350.4,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,4-[9-(4-hydroxyphenyl)fluoren-9-yl]phenol
CID76720,C6H4O5,156.09,C1=C(OC(=C1)C(=O)O)C(=O)O,"furan-2,5-dicarboxylic acid"
CID76739,C23H24O4,364.4,CC(=C)C(=O)OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OC(=O)C(=C)C,[4-[2-[4-(2-methylprop-2-enoyloxy)phenyl]propan-2-yl]phenyl] 2-methylprop-2-enoate
CID76765,C14H8N2O4,268.22,C1=CC(=CC=C1N2C(=O)C=CC2=O)N3C(=O)C=CC3=O,"1-[4-(2,5-dioxopyrrol-1-yl)phenyl]pyrrole-2,5-dione"
CID76950,C12H8Cl2O4S2,351.2,C1=CC(=CC=C1C2=CC=C(C=C2)S(=O)(=O)Cl)S(=O)(=O)Cl,4-(4-chlorosulfonylphenyl)benzenesulfonyl chloride
CID76993,C9H10O3,166.17,CC(=C)C(=O)OCC1=CC=CO1,furan-2-ylmethyl 2-methylprop-2-enoate
CID77035,C10H7NO2,173.17,C=CN1C(=O)C2=CC=CC=C2C1=O,"2-ethenylisoindole-1,3-dione"
CID77117,C4H10S3,154.3,C(CSCCS)S,2-(2-sulfanylethylsulfanyl)ethanethiol
CID77204,C6H11NO2,129.16,CC(=C)C(=O)NCOC,N-(methoxymethyl)-2-methylprop-2-enamide
CID77260,C12H14O2,190.24,CC(=C)C(=O)OCCC1=CC=CC=C1,2-phenylethyl 2-methylprop-2-enoate
CID77332,C7H14O,114.19,CCCCOCC=C,1-prop-2-enoxybutane
CID77343,C9H5Br3O2,384.85,C=CC(=O)OC1=C(C=C(C=C1Br)Br)Br,"(2,4,6-tribromophenyl) prop-2-enoate"
CID77345,C7H12,96.17,C=CC1CCCC1,ethenylcyclopentane
CID77353,C12H14,158.24,CC(=C)C1=CC(=CC=C1)C(=C)C,"1,3-bis(prop-1-en-2-yl)benzene"
CID77358,C16H14O6,302.28,C1=CC(=CC=C1C(=O)O)OCCOC2=CC=C(C=C2)C(=O)O,4-[2-(4-carboxyphenoxy)ethoxy]benzoic acid
CID77452,C8H16N2O,156.23,CN(C)CCCNC(=O)C=C,N-[3-(dimethylamino)propyl]prop-2-enamide
CID77495,C5H9NO,99.13,CC(=C)C(=O)NC,"N,2-dimethylprop-2-enamide"
CID77507,C9H18O3Si3,258.49,C[Si]1(O[Si](O[Si](O1)(C)C=C)(C)C=C)C=C,"2,4,6-tris(ethenyl)-2,4,6-trimethyl-1,3,5,2,4,6-trioxatrisilinane"
CID77920,C8H14O2,142.2,CC(C)CCOC(=O)C=C,3-methylbutyl prop-2-enoate
CID77921,C6H8O2,112.13,CC(=C)C(=O)OC=C,ethenyl 2-methylprop-2-enoate
CID78138,C9H3Cl3O3,265.5,C1=C(C=C(C=C1C(=O)Cl)C(=O)Cl)C(=O)Cl,"benzene-1,3,5-tricarbonyl chloride"
CID78179,C6H16N2O2,148.2,C(CNCCO)NCCO,2-[2-(2-hydroxyethylamino)ethylamino]ethanol
CID78271,C6H9BrO2,193.04,CC(=C)C(=O)OCCBr,2-bromoethyl 2-methylprop-2-enoate
CID78479,C7H20N4,160.26,C(CNCCN)CNCCN,"N,N'-bis(2-aminoethyl)propane-1,3-diamine"
CID78738,C9H18ClNO2,207.7,CC(=C)C(=O)OCC[N+](C)(C)C.[Cl-],trimethyl-[2-(2-methylprop-2-enoyloxy)ethyl]azanium;chloride
CID78875,C4H7NO,85.1,CC(=O)NC=C,N-ethenylacetamide
CID78882,C9H18N2O,170.25,CC(=C)C(=O)NCCCN(C)C,N-[3-(dimethylamino)propyl]-2-methylprop-2-enamide
CID78944,C9H14O,138.21,C=CCC1CCCCC1=O,2-prop-2-enylcyclohexan-1-one
CID78946,C8H12O,124.18,C1C2CC(C1C=C2)CO,2-bicyclo[2.2.1]hept-5-enylmethanol
CID78949,C8H10O2,138.16,C1C2CC(C1C=C2)C(=O)O,bicyclo[2.2.1]hept-5-ene-2-carboxylic acid
CID78950,C6H12O3,132.16,C=CCOCC(CO)O,"3-prop-2-enoxypropane-1,2-diol"
CID79011,C4H3F3O2,140.06,C=COC(=O)C(F)(F)F,"ethenyl 2,2,2-trifluoroacetate"
CID79102,C5H12Si,100.23,C[Si](C)(C)C=C,ethenyl(trimethyl)silane
CID79148,C4H10S2,122.3,C(CCS)CS,"butane-1,4-dithiol"
CID79290,C8H14O4,174.19,CCC(C)(CC(=O)O)CC(=O)O,3-ethyl-3-methylpentanedioic acid
CID79345,C17H20O2,256.34,CC1=CC(=CC(=C1O)C)CC2=CC(=C(C(=C2)C)O)C,"4-[(4-hydroxy-3,5-dimethylphenyl)methyl]-2,6-dimethylphenol"
CID79717,C19H24O2,284.4,CC1=CC(=CC(=C1O)C)C(C)(C)C2=CC(=C(C(=C2)C)O)C,"4-[2-(4-hydroxy-3,5-dimethylphenyl)propan-2-yl]-2,6-dimethylphenol"
CID79863,CH2Cl2O4S2,213.1,C(S(=O)(=O)Cl)S(=O)(=O)Cl,methanedisulfonyl chloride
CID80344,C5H12OSi,116.23,C[Si](C)(C)OC=C,ethenoxy(trimethyl)silane
CID80534,C15H20O7,312.31,C=CCOC(=O)CC(CC(=O)OCC=C)(C(=O)OCC=C)O,"tris(prop-2-enyl) 2-hydroxypropane-1,2,3-tricarboxylate"
CID80808,C28H42O2,410.6,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C2=C(C(=CC(=C2)C(C)(C)C)C(C)(C)C)O,"2,4-ditert-butyl-6-(3,5-ditert-butyl-2-hydroxyphenyl)phenol"
CID81043,C8H15NO,141.21,CC(=C)C(=O)NC(C)(C)C,N-tert-butyl-2-methylprop-2-enamide
CID81080,C14H22O4,254.32,CC(=C)C(=O)OCCCCCCOC(=O)C(=C)C,6-(2-methylprop-2-enoyloxy)hexyl 2-methylprop-2-enoate
CID81241,C6H10O2,114.14,C=CCOC1COC1,3-prop-2-enoxyoxetane
CID81259,C18H22O2,270.4,CC(C)CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4-[2-(4-hydroxyphenyl)-4-methylpentan-2-yl]phenol
CID81399,C12H10S2,218.3,C1=CC(=CC=C1C2=CC=C(C=C2)S)S,4-(4-sulfanylphenyl)benzenethiol
CID81465,C6H11NO,113.16,CC(=C)C(=O)N(C)C,"N,N,2-trimethylprop-2-enamide"
CID81466,C7H12O3,144.17,CC(=C)C(=O)OCCOC,2-methoxyethyl 2-methylprop-2-enoate
CID81729,C10H24N2O2,204.31,C(CCOCCCN)COCCCN,3-[4-(3-aminopropoxy)butoxy]propan-1-amine
CID81766,C9H16O4,188.22,CCOCCOCCOC(=O)C=C,2-(2-ethoxyethoxy)ethyl prop-2-enoate
CID81770,C5H14N2,102.18,CC(C)(CN)CN,"2,2-dimethylpropane-1,3-diamine"
CID81865,C6H6F4O2,186.1,C=CC(=O)OCC(C(F)F)(F)F,"2,2,3,3-tetrafluoropropyl prop-2-enoate"
CID82026,C12H18O2,194.27,CC1=C(C(=C(C(=C1CO)C)C)CO)C,"[4-(hydroxymethyl)-2,3,5,6-tetramethylphenyl]methanol"
CID82047,C12H12N2O4S,280.3,C1=CC(=C(C=C1S(=O)(=O)C2=CC(=C(C=C2)O)N)N)O,2-amino-4-(3-amino-4-hydroxyphenyl)sulfonylphenol
CID82056,C17H28O8S4,488.7,C(CS)C(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,"[3-(3-sulfanylpropanoyloxy)-2,2-bis(3-sulfanylpropanoyloxymethyl)propyl] 3-sulfanylpropanoate"
CID82126,C8H19NSi2,185.41,C[Si](C)(C=C)N[Si](C)(C)C=C,[[[ethenyl(dimethyl)silyl]amino]-dimethylsilyl]ethene
CID82156,C4H5ClO2,120.53,C=COC(=O)CCl,ethenyl 2-chloroacetate
CID82184,C16H34O2,258.44,C(CCCCCCCCO)CCCCCCCO,"hexadecane-1,16-diol"
CID82291,C3H8ClN,93.55,C=CCN.Cl,prop-2-en-1-amine;hydrochloride
CID82439,C12H20O6S3,356.5,CCC(COC(=O)CS)(COC(=O)CS)COC(=O)CS,"2,2-bis[(2-sulfanylacetyl)oxymethyl]butyl 2-sulfanylacetate"
CID82441,C13H20O8S4,432.6,C(C(=O)OCC(COC(=O)CS)(COC(=O)CS)COC(=O)CS)S,"[3-(2-sulfanylacetyl)oxy-2,2-bis[(2-sulfanylacetyl)oxymethyl]propyl] 2-sulfanylacetate"
CID82471,C10H14S2,198.4,CC1=CC(=C(C=C1C)CS)CS,"[4,5-dimethyl-2-(sulfanylmethyl)phenyl]methanethiol"
CID82600,C12Br2F8,455.92,C1(=C(C(=C(C(=C1F)F)Br)F)F)C2=C(C(=C(C(=C2F)F)Br)F)F,"1-bromo-4-(4-bromo-2,3,5,6-tetrafluorophenyl)-2,3,5,6-tetrafluorobenzene"
CID82695,C18H20Si,264.4,C=CC[Si](CC=C)(C1=CC=CC=C1)C2=CC=CC=C2,diphenyl-bis(prop-2-enyl)silane
CID83079,C16H26O4,282.37,C=CC(=O)OCCCCCCCCCCOC(=O)C=C,10-prop-2-enoyloxydecyl prop-2-enoate
CID83119,C27H26N2O2,410.5,CC(C)(C1=CC=C(C=C1)OC2=CC=C(C=C2)N)C3=CC=C(C=C3)OC4=CC=C(C=C4)N,4-[4-[2-[4-(4-aminophenoxy)phenyl]propan-2-yl]phenoxy]aniline
CID83166,C22H20N2,312.4,CC1=C(C2=CC=CC=C2C(=C1)C3=CC(=C(C4=CC=CC=C43)N)C)N,4-(4-amino-3-methylnaphthalen-1-yl)-2-methylnaphthalen-1-amine
CID83195,C10H4Cl3NO2,276.5,C1=CC(=O)N(C1=O)C2=C(C=C(C=C2Cl)Cl)Cl,"1-(2,4,6-trichlorophenyl)pyrrole-2,5-dione"
CID83310,C16H18O4S,306.4,CC1=CC(=CC(=C1O)C)S(=O)(=O)C2=CC(=C(C(=C2)C)O)C,"4-(4-hydroxy-3,5-dimethylphenyl)sulfonyl-2,6-dimethylphenol"
CID83410,C19H36O2,296.5,CCCCCCCCCCCCCCCCOC(=O)C=C,hexadecyl prop-2-enoate
CID83648,C21H14N2O4,358.3,C1=CC(=CC=C1CC2=CC=C(C=C2)N3C(=O)C=CC3=O)N4C(=O)C=CC4=O,"1-[4-[[4-(2,5-dioxopyrrol-1-yl)phenyl]methyl]phenyl]pyrrole-2,5-dione"
CID83656,C21H30N2,310.5,CCC1=CC(=CC(=C1N)CC)CC2=CC(=C(C(=C2)CC)N)CC,"4-[(4-amino-3,5-diethylphenyl)methyl]-2,6-diethylaniline"
CID83666,C8H7F7O2,268.13,CC(=C)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,"2,2,3,3,4,4,4-heptafluorobutyl 2-methylprop-2-enoate"
CID83698,C7H13NO,127.18,CC(C)NC(=O)C(=C)C,2-methyl-N-propan-2-ylprop-2-enamide
CID83771,C7F12O2,344.05,C(=C(F)F)(OC(C(C(OC(=C(F)F)F)(F)F)(F)F)(F)F)F,"1,1,2,2,3,3-hexafluoro-1,3-bis(1,2,2-trifluoroethenoxy)propane"
CID84485,C10H20O4Si,232.35,CC(=C)C(=O)OCCC[Si](C)(OC)OC,3-[dimethoxy(methyl)silyl]propyl 2-methylprop-2-enoate
CID84542,C10H12O,148.2,C=CCOCC1=CC=CC=C1,prop-2-enoxymethylbenzene
CID84677,C14H10Cl2O2,281.1,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)O)O,"4-[2,2-dichloro-1-(4-hydroxyphenyl)ethenyl]phenol"
CID84733,C6H14O2S2,182.3,C(COCCS)OCCS,2-[2-(2-sulfanylethoxy)ethoxy]ethanethiol
CID84923,C28H42O4S,474.7,CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)S(=O)(=O)C2=C(C=CC(=C2)C(C)(C)CC(C)(C)C)O,"2-[2-hydroxy-5-(2,4,4-trimethylpentan-2-yl)phenyl]sulfonyl-4-(2,4,4-trimethylpentan-2-yl)phenol"
CID84940,C13H16O2,204.26,CC(C)(C)C1=CC=C(C=C1)C(=O)OC=C,ethenyl 4-tert-butylbenzoate
CID85528,C14H22O4,254.32,C=CCOC(C(OCC=C)OCC=C)OCC=C,"3-[1,2,2-tris(prop-2-enoxy)ethoxy]prop-1-ene"
CID85558,C9H14O4,186.2,C1CCC(C1)(CC(=O)O)CC(=O)O,2-[1-(carboxymethyl)cyclopentyl]acetic acid
CID85657,C16H12O6,300.26,C1C(C2=CC=CC=C2C3C1C(=O)OC3=O)C4CC(=O)OC4=O,"5-(2,5-dioxooxolan-3-yl)-3a,4,5,9b-tetrahydrobenzo[e][2]benzofuran-1,3-dione"
CID85862,C6H16N2,116.2,CC(CCCN)CN,"2-methylpentane-1,5-diamine"
CID85967,C11H12O2,176.21,C1CC2CC1C3=C(C=CC(=C23)O)O,"tricyclo[6.2.1.02,7]undeca-2,4,6-triene-3,6-diol"
CID86261,C21H28Cl2N2,379.4,CCC1=CC(=C(C(=C1N)CC)Cl)CC2=C(C(=C(C(=C2)CC)N)CC)Cl,"4-[(4-amino-2-chloro-3,5-diethylphenyl)methyl]-3-chloro-2,6-diethylaniline"
CID86718,C13H24O3Si,256.41,CCO[Si](C1CC2CC1C=C2)(OCC)OCC,2-bicyclo[2.2.1]hept-5-enyl(triethoxy)silane
CID86908,C9H16O3,172.22,C=CCOCC(COCC=C)O,"1,3-bis(prop-2-enoxy)propan-2-ol"
